object_code,label,amount_k,fy,basis,doc_id,page,notes
376520,Budgeted Ending Fund Balance,0,2024-25,proposed,budget-fy2024-25-vol1,101,"printed as dash"
TOTAL,Total Requirements,853111,2024-25,proposed,budget-fy2024-25-vol1,101,
111,Licensed Salaries,278943,2024-25,approved,budget-fy2024-25-vol1,101,
1121,Classified - Represented,68871,2024-25,approved,budget-fy2024-25-vol1,101,
1122,Non-Represented Staff,40803,2024-25,approved,budget-fy2024-25-vol1,101,
113,Administrators,39741,2024-25,approved,budget-fy2024-25-vol1,101,
100,Other Salaries,14955,2024-25,approved,budget-fy2024-25-vol1,101,
200,Associated Payroll Costs,223481,2024-25,approved,budget-fy2024-25-vol1,101,
300,Purchased Services,111439,2024-25,approved,budget-fy2024-25-vol1,101,
400,Supplies and Materials,13886,2024-25,approved,budget-fy2024-25-vol1,101,
500,Capital Outlay,3035,2024-25,approved,budget-fy2024-25-vol1,101,
600,Other Objects,2488,2024-25,approved,budget-fy2024-25-vol1,101,
700,Transfers,15896,2024-25,approved,budget-fy2024-25-vol1,101,
581000,Operating Contingency,40856,2024-25,approved,budget-fy2024-25-vol1,101,
376520,Budgeted Ending Fund Balance,0,2024-25,approved,budget-fy2024-25-vol1,101,"printed as dash"
TOTAL,Total Requirements,854394,2024-25,approved,budget-fy2024-25-vol1,101,
111,Licensed Salaries,278943,2024-25,adopted,budget-fy2024-25-vol1,101,"adopted FTE 2945.09"
1121,Classified - Represented,68871,2024-25,adopted,budget-fy2024-25-vol1,101,"adopted FTE 1328.73"
1122,Non-Represented Staff,40803,2024-25,adopted,budget-fy2024-25-vol1,101,"adopted FTE 389.67"
113,Administrators,39741,2024-25,adopted,budget-fy2024-25-vol1,101,"adopted FTE 248.12"
100,Other Salaries,14955,2024-25,adopted,budget-fy2024-25-vol1,101,
200,Associated Payroll Costs,223481,2024-25,adopted,budget-fy2024-25-vol1,101,
300,Purchased Services,111439,2024-25,adopted,budget-fy2024-25-vol1,101,
400,Supplies and Materials,13886,2024-25,adopted,budget-fy2024-25-vol1,101,
500,Capital Outlay,3035,2024-25,adopted,budget-fy2024-25-vol1,101,
600,Other Objects,2488,2024-25,adopted,budget-fy2024-25-vol1,101,
700,Transfers,15896,2024-25,adopted,budget-fy2024-25-vol1,101,
581000,Operating Contingency,40856,2024-25,adopted,budget-fy2024-25-vol1,101,
376520,Budgeted Ending Fund Balance,0,2024-25,adopted,budget-fy2024-25-vol1,101,"printed as dash"
TOTAL,Total Requirements,854394,2024-25,adopted,budget-fy2024-25-vol1,101,"total adopted GF FTE 4911.60"
