object_code,label,amount_k,fy,basis,doc_id,page,notes
200,Associated Payroll Costs,223481,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
200,Associated Payroll Costs,248507,2025-26,proposed,budget-fy2025-26-vol1,100,
200,Associated Payroll Costs,248507,2025-26,approved,budget-fy2025-26-vol1,100,
200,Associated Payroll Costs,248507,2025-26,adopted,budget-fy2025-26-vol1,100,
300,Purchased Services,87698,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
300,Purchased Services,106798,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
300,Purchased Services,119699,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
300,Purchased Services,111439,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
300,Purchased Services,104835,2025-26,proposed,budget-fy2025-26-vol1,100,
300,Purchased Services,104835,2025-26,approved,budget-fy2025-26-vol1,100,
300,Purchased Services,104835,2025-26,adopted,budget-fy2025-26-vol1,100,
400,Supplies and Materials,17800,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
400,Supplies and Materials,14633,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
400,Supplies and Materials,16856,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
400,Supplies and Materials,13886,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
400,Supplies and Materials,11674,2025-26,proposed,budget-fy2025-26-vol1,100,
400,Supplies and Materials,11674,2025-26,approved,budget-fy2025-26-vol1,100,
400,Supplies and Materials,11674,2025-26,adopted,budget-fy2025-26-vol1,100,
500,Capital Outlay,1861,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
500,Capital Outlay,3207,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
500,Capital Outlay,1829,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
500,Capital Outlay,3035,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
500,Capital Outlay,912,2025-26,proposed,budget-fy2025-26-vol1,100,
500,Capital Outlay,912,2025-26,approved,budget-fy2025-26-vol1,100,
500,Capital Outlay,912,2025-26,adopted,budget-fy2025-26-vol1,100,
600,Other Objects,407988,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,includes 2021-22 PERS UAL pension bond payoff
600,Other Objects,8311,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
600,Other Objects,9839,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
600,Other Objects,2488,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
600,Other Objects,1349,2025-26,proposed,budget-fy2025-26-vol1,100,
600,Other Objects,1349,2025-26,approved,budget-fy2025-26-vol1,100,
600,Other Objects,1349,2025-26,adopted,budget-fy2025-26-vol1,100,
700,Transfers,1207,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
700,Transfers,1282,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
700,Transfers,887,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
700,Transfers,15896,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
700,Transfers,17176,2025-26,proposed,budget-fy2025-26-vol1,100,
700,Transfers,17176,2025-26,approved,budget-fy2025-26-vol1,100,
700,Transfers,17176,2025-26,adopted,budget-fy2025-26-vol1,100,
581000,Operating Contingency,0,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
581000,Operating Contingency,0,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
581000,Operating Contingency,0,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
581000,Operating Contingency,40856,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
581000,Operating Contingency,41179,2025-26,proposed,budget-fy2025-26-vol1,100,
581000,Operating Contingency,41179,2025-26,approved,budget-fy2025-26-vol1,100,
581000,Operating Contingency,41179,2025-26,adopted,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,98804,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,105497,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,86078,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,0,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
376520,Budgeted Ending Fund Balance,0,2025-26,proposed,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,0,2025-26,approved,budget-fy2025-26-vol1,100,
376520,Budgeted Ending Fund Balance,0,2025-26,adopted,budget-fy2025-26-vol1,100,
total,Total Requirements,1188261,2021-22,actual-budgetary,budget-fy2025-26-vol1,100,
total,Total Requirements,830038,2022-23,actual-budgetary,budget-fy2025-26-vol1,100,
total,Total Requirements,873375,2023-24,actual-budgetary,budget-fy2025-26-vol1,100,
total,Total Requirements,854394,2024-25,revised,budget-fy2025-26-vol1,100,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book)
total,Total Requirements,868580,2025-26,proposed,budget-fy2025-26-vol1,100,
total,Total Requirements,868580,2025-26,approved,budget-fy2025-26-vol1,100,
total,Total Requirements,868580,2025-26,adopted,budget-fy2025-26-vol1,100,
