fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
Full Faith and Credit Debt Service Fund (320),1860,1860,2017-18,actual-budgetary,budget-fy2019-20-book,130,
Full Faith and Credit Debt Service Fund (320),1847,1847,2018-19,revised,budget-fy2019-20-book,130,
Full Faith and Credit Debt Service Fund (320),1828,1828,2019-20,proposed,budget-fy2019-20-book,130,
Full Faith and Credit Debt Service Fund (320),1828,1828,2019-20,approved,budget-fy2019-20-book,130,
Full Faith and Credit Debt Service Fund (320),1828,1828,2019-20,adopted,budget-fy2019-20-book,130,
GO Bonds Debt Service Fund (350),50021,50021,2015-16,actual-budgetary,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),52040,52040,2016-17,actual-budgetary,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),120259,120259,2017-18,actual-budgetary,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),123733,123733,2018-19,revised,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),135568,135568,2019-20,proposed,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),134057,134057,2019-20,approved,budget-fy2019-20-book,132,
GO Bonds Debt Service Fund (350),134057,134057,2019-20,adopted,budget-fy2019-20-book,132,
Capital Projects Funds (400),398189,398189,2015-16,actual-budgetary,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),310680,310680,2016-17,actual-budgetary,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),590841,590841,2017-18,actual-budgetary,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),532690,532690,2018-19,revised,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),349821,349821,2019-20,proposed,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),349321,349321,2019-20,approved,budget-fy2019-20-book,134,"resources p134, requirements p135"
Capital Projects Funds (400),349321,349321,2019-20,adopted,budget-fy2019-20-book,134,"resources p134, requirements p135"
Construction Excise Fund (404),18917,18917,2015-16,actual-budgetary,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),23223,23223,2016-17,actual-budgetary,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),27830,27830,2017-18,actual-budgetary,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),20841,20841,2018-19,revised,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),19541,19541,2019-20,proposed,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),19541,19541,2019-20,approved,budget-fy2019-20-book,138,requirements totals also printed p139
Construction Excise Fund (404),19541,19541,2019-20,adopted,budget-fy2019-20-book,138,requirements totals also printed p139
IT System Project Fund (407),5287,5287,2015-16,actual-budgetary,budget-fy2019-20-book,141,
IT System Project Fund (407),1907,1907,2016-17,actual-budgetary,budget-fy2019-20-book,141,
IT System Project Fund (407),1271,1271,2017-18,actual-budgetary,budget-fy2019-20-book,141,
IT System Project Fund (407),775,775,2018-19,revised,budget-fy2019-20-book,141,
IT System Project Fund (407),8,8,2019-20,proposed,budget-fy2019-20-book,141,
IT System Project Fund (407),8,8,2019-20,approved,budget-fy2019-20-book,141,
IT System Project Fund (407),8,8,2019-20,adopted,budget-fy2019-20-book,141,
Full Faith and Credit Fund (420),55,55,2015-16,actual-budgetary,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),19281,19281,2016-17,actual-budgetary,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),10365,10365,2017-18,actual-budgetary,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),4319,4319,2018-19,revised,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),3292,3292,2019-20,proposed,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),3292,3292,2019-20,approved,budget-fy2019-20-book,143,requirements totals also printed p144
Full Faith and Credit Fund (420),3292,3292,2019-20,adopted,budget-fy2019-20-book,143,requirements totals also printed p144
Energy Efficient Schools Fund (435),1597,1597,2015-16,actual-budgetary,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),2448,2448,2016-17,actual-budgetary,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),3702,3702,2017-18,actual-budgetary,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),2820,2820,2018-19,revised,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),2705,2705,2019-20,proposed,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),2705,2705,2019-20,approved,budget-fy2019-20-book,146,
Energy Efficient Schools Fund (435),2705,2705,2019-20,adopted,budget-fy2019-20-book,146,
Facilities Capital Fund (438),6320,6320,2015-16,actual-budgetary,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),4797,4797,2016-17,actual-budgetary,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),3237,3237,2017-18,actual-budgetary,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),19787,19787,2018-19,revised,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),14108,14108,2019-20,proposed,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),13608,13608,2019-20,approved,budget-fy2019-20-book,148,requirements totals also printed p149
Facilities Capital Fund (438),13608,13608,2019-20,adopted,budget-fy2019-20-book,148,requirements totals also printed p149
Capital Asset Renewal Fund (445),3567,3567,2015-16,actual-budgetary,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),4188,4188,2016-17,actual-budgetary,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),4916,4916,2017-18,actual-budgetary,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),5090,5090,2018-19,revised,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),6217,6217,2019-20,proposed,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),6217,6217,2019-20,approved,budget-fy2019-20-book,151,
Capital Asset Renewal Fund (445),6217,6217,2019-20,adopted,budget-fy2019-20-book,151,
GO Bonds Fund (450),358463,358463,2015-16,actual-budgetary,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),244242,244242,2016-17,actual-budgetary,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),538505,538505,2017-18,actual-budgetary,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),479059,479059,2018-19,revised,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),303450,303450,2019-20,proposed,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),303450,303450,2019-20,approved,budget-fy2019-20-book,153,requirements totals also printed p154
GO Bonds Fund (450),303450,303450,2019-20,adopted,budget-fy2019-20-book,153,requirements totals also printed p154
Partnership Funds (470),3983,3983,2015-16,actual-budgetary,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),10594,10594,2016-17,actual-budgetary,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),1016,1016,2017-18,actual-budgetary,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),0,0,2018-19,revised,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),500,500,2019-20,proposed,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),500,500,2019-20,approved,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Partnership Funds (470),500,500,2019-20,adopted,budget-fy2019-20-book,156,2018-19 Budget column printed as dash
Internal Service Funds (600),7032,7032,2015-16,actual-budgetary,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),8017,8017,2016-17,actual-budgetary,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),8580,8580,2017-18,actual-budgetary,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),10679,10679,2018-19,revised,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),12078,12078,2019-20,proposed,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),12078,12078,2019-20,approved,budget-fy2019-20-book,162,"resources p162, requirements p163"
Internal Service Funds (600),12078,12078,2019-20,adopted,budget-fy2019-20-book,162,"resources p162, requirements p163"
Self Insurance Fund (601),7032,7032,2015-16,actual-budgetary,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),8017,8017,2016-17,actual-budgetary,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),8580,8580,2017-18,actual-budgetary,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),10679,10679,2018-19,revised,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),12078,12078,2019-20,proposed,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),12078,12078,2019-20,approved,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
Self Insurance Fund (601),12078,12078,2019-20,adopted,budget-fy2019-20-book,166,identical to 600 summary: Self Insurance is the only Internal Service fund
