fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
Full Faith and Credit Debt Service Fund (320),1828,1828,2019-20,actual-budgetary,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),1803,1803,2020-21,actual-budgetary,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),1783,1783,2021-22,actual-budgetary,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),1244,1244,2022-23,adopted,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,proposed,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,approved,budget-fy2023-24-vol1,150,
Full Faith and Credit Debt Service Fund (320),619,619,2023-24,adopted,budget-fy2023-24-vol1,150,
GO Bonds Debt Service Fund (350),137615,137615,2019-20,actual-budgetary,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),201070,201070,2020-21,actual-budgetary,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),152606,152606,2021-22,actual-budgetary,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),159363,159363,2022-23,adopted,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),171257,171257,2023-24,proposed,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),171257,171257,2023-24,approved,budget-fy2023-24-vol1,153,
GO Bonds Debt Service Fund (350),171257,171257,2023-24,adopted,budget-fy2023-24-vol1,153,
Capital Projects Funds (400) [group total],876613,876613,2019-20,actual-budgetary,budget-fy2023-24-vol1,157,"fund-group total, not additive with member funds below; p158 duplicate prints 2019-20 as 876615 (rounding)"
Capital Projects Funds (400) [group total],1066429,1066429,2020-21,actual-budgetary,budget-fy2023-24-vol1,157,
Capital Projects Funds (400) [group total],780620,780620,2021-22,actual-budgetary,budget-fy2023-24-vol1,157,
Capital Projects Funds (400) [group total],516864,516864,2022-23,adopted,budget-fy2023-24-vol1,157,
Capital Projects Funds (400) [group total],834106,834106,2023-24,proposed,budget-fy2023-24-vol1,157,
Capital Projects Funds (400) [group total],834106,834106,2023-24,approved,budget-fy2023-24-vol1,157,
Capital Projects Funds (400) [group total],834106,834106,2023-24,adopted,budget-fy2023-24-vol1,157,
Construction Excise Fund (404),17423,17423,2019-20,actual-budgetary,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),14678,14678,2020-21,actual-budgetary,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),15553,15553,2021-22,actual-budgetary,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),17765,17765,2022-23,adopted,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),8339,8339,2023-24,proposed,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),8339,8339,2023-24,approved,budget-fy2023-24-vol1,160,
Construction Excise Fund (404),8339,8339,2023-24,adopted,budget-fy2023-24-vol1,160,
IT System Project Fund (407),54,54,2019-20,actual-budgetary,budget-fy2023-24-vol1,164,dormant fund; no budget after 2019-20
IT System Project Fund (407),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,164,
IT System Project Fund (407),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,164,
IT System Project Fund (407),0,0,2022-23,adopted,budget-fy2023-24-vol1,164,
IT System Project Fund (407),0,0,2023-24,proposed,budget-fy2023-24-vol1,164,
IT System Project Fund (407),0,0,2023-24,approved,budget-fy2023-24-vol1,164,
IT System Project Fund (407),0,0,2023-24,adopted,budget-fy2023-24-vol1,164,
Full Faith and Credit Fund (420),4173,4173,2019-20,actual-budgetary,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),1629,1629,2020-21,actual-budgetary,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),719,719,2021-22,actual-budgetary,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),237,237,2022-23,adopted,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),97,97,2023-24,proposed,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),97,97,2023-24,approved,budget-fy2023-24-vol1,166,
Full Faith and Credit Fund (420),97,97,2023-24,adopted,budget-fy2023-24-vol1,166,
Energy Efficient Schools Fund (435),3372,3372,2019-20,actual-budgetary,budget-fy2023-24-vol1,169,2021-22 resources 3631 vs requirements 3632 as printed (rounding)
Energy Efficient Schools Fund (435),3301,3301,2020-21,actual-budgetary,budget-fy2023-24-vol1,169,
Energy Efficient Schools Fund (435),3631,3632,2021-22,actual-budgetary,budget-fy2023-24-vol1,169,
Energy Efficient Schools Fund (435),4306,4306,2022-23,adopted,budget-fy2023-24-vol1,169,
Energy Efficient Schools Fund (435),5723,5723,2023-24,proposed,budget-fy2023-24-vol1,169,
Energy Efficient Schools Fund (435),5723,5723,2023-24,approved,budget-fy2023-24-vol1,169,
Energy Efficient Schools Fund (435),5723,5723,2023-24,adopted,budget-fy2023-24-vol1,169,
Harriet Tubman MS Relocation Fund (437),0,0,2019-20,actual-budgetary,budget-fy2023-24-vol1,172,new fund in 2023-24; budgeted as restricted grants/funds (see p194 category table)
Harriet Tubman MS Relocation Fund (437),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,172,
Harriet Tubman MS Relocation Fund (437),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,172,
Harriet Tubman MS Relocation Fund (437),0,0,2022-23,adopted,budget-fy2023-24-vol1,172,
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,proposed,budget-fy2023-24-vol1,172,
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,approved,budget-fy2023-24-vol1,172,
Harriet Tubman MS Relocation Fund (437),122500,122500,2023-24,adopted,budget-fy2023-24-vol1,172,
Facilities Capital Fund (438),12956,12956,2019-20,actual-budgetary,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),944,944,2020-21,actual-budgetary,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),2723,2723,2021-22,actual-budgetary,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),8344,8344,2022-23,adopted,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),3400,3400,2023-24,proposed,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),3400,3400,2023-24,approved,budget-fy2023-24-vol1,175,
Facilities Capital Fund (438),3400,3400,2023-24,adopted,budget-fy2023-24-vol1,175,
Capital Asset Renewal Fund (445),17111,17110,2019-20,actual-budgetary,budget-fy2023-24-vol1,178,2019-20 resources 17111 vs requirements 17110 as printed (rounding)
Capital Asset Renewal Fund (445),14718,14718,2020-21,actual-budgetary,budget-fy2023-24-vol1,178,
Capital Asset Renewal Fund (445),9601,9601,2021-22,actual-budgetary,budget-fy2023-24-vol1,178,
Capital Asset Renewal Fund (445),7760,7760,2022-23,adopted,budget-fy2023-24-vol1,178,
Capital Asset Renewal Fund (445),2572,2572,2023-24,proposed,budget-fy2023-24-vol1,178,
Capital Asset Renewal Fund (445),2572,2572,2023-24,approved,budget-fy2023-24-vol1,178,
Capital Asset Renewal Fund (445),2572,2572,2023-24,adopted,budget-fy2023-24-vol1,178,
GO Bonds Fund (450),821097,821097,2019-20,actual-budgetary,budget-fy2023-24-vol1,182,2021-22 resources 748390 vs requirements 748391 as printed (rounding)
GO Bonds Fund (450),1031158,1031158,2020-21,actual-budgetary,budget-fy2023-24-vol1,182,
GO Bonds Fund (450),748390,748391,2021-22,actual-budgetary,budget-fy2023-24-vol1,182,
GO Bonds Fund (450),478452,478452,2022-23,adopted,budget-fy2023-24-vol1,182,
GO Bonds Fund (450),691474,691474,2023-24,proposed,budget-fy2023-24-vol1,182,
GO Bonds Fund (450),691474,691474,2023-24,approved,budget-fy2023-24-vol1,182,
GO Bonds Fund (450),691474,691474,2023-24,adopted,budget-fy2023-24-vol1,182,
Partnership Funds (470),428,428,2019-20,actual-budgetary,budget-fy2023-24-vol1,186,dormant fund; no budget after 2019-20
Partnership Funds (470),0,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,186,
Partnership Funds (470),0,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,186,
Partnership Funds (470),0,0,2022-23,adopted,budget-fy2023-24-vol1,186,
Partnership Funds (470),0,0,2023-24,proposed,budget-fy2023-24-vol1,186,
Partnership Funds (470),0,0,2023-24,approved,budget-fy2023-24-vol1,186,
Partnership Funds (470),0,0,2023-24,adopted,budget-fy2023-24-vol1,186,
Internal Service Funds (600) [group total],9066,9066,2019-20,actual-budgetary,budget-fy2023-24-vol1,196,"fund-group total, not additive with member fund below; 2022-23 resources 8646 vs requirements 8645 as printed"
Internal Service Funds (600) [group total],7673,7673,2020-21,actual-budgetary,budget-fy2023-24-vol1,196,
Internal Service Funds (600) [group total],7693,7693,2021-22,actual-budgetary,budget-fy2023-24-vol1,196,
Internal Service Funds (600) [group total],8646,8645,2022-23,adopted,budget-fy2023-24-vol1,196,
Internal Service Funds (600) [group total],8981,8981,2023-24,proposed,budget-fy2023-24-vol1,196,
Internal Service Funds (600) [group total],8998,8998,2023-24,approved,budget-fy2023-24-vol1,196,
Internal Service Funds (600) [group total],8998,8998,2023-24,adopted,budget-fy2023-24-vol1,196,
Self Insurance Fund (601),9066,9066,2019-20,actual-budgetary,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),7673,7673,2020-21,actual-budgetary,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),7693,7693,2021-22,actual-budgetary,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),8646,8646,2022-23,adopted,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),8981,8981,2023-24,proposed,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),8998,8998,2023-24,approved,budget-fy2023-24-vol1,200,
Self Insurance Fund (601),8998,8998,2023-24,adopted,budget-fy2023-24-vol1,200,
TOTAL ALL FUNDS,1923580,1923580,2019-20,actual-budgetary,budget-fy2023-24-vol1,86,"resources p86, requirements p87 (2021-22 requirements printed 2425371)"
TOTAL ALL FUNDS,2233099,2233099,2020-21,actual-budgetary,budget-fy2023-24-vol1,86,
TOTAL ALL FUNDS,2425370,2425371,2021-22,actual-budgetary,budget-fy2023-24-vol1,86,
TOTAL ALL FUNDS,1883261,1883261,2022-23,adopted,budget-fy2023-24-vol1,86,
TOTAL ALL FUNDS,2171527,2171527,2023-24,proposed,budget-fy2023-24-vol1,86,
TOTAL ALL FUNDS,2182057,2182057,2023-24,approved,budget-fy2023-24-vol1,86,
TOTAL ALL FUNDS,2182057,2182057,2023-24,adopted,budget-fy2023-24-vol1,86,
