source,amount_k,fy,basis,doc_id,page,notes
2000 - Revenue - Intermediate Sources,8019,2023-24,proposed,budget-fy2023-24-vol1,94,
2000 - Revenue - Intermediate Sources,10019,2023-24,approved,budget-fy2023-24-vol1,94,
2000 - Revenue - Intermediate Sources,10019,2023-24,adopted,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,271620,2019-20,actual-budgetary,budget-fy2023-24-vol1,94,includes SSF General Support and Common School Fund (detail p98)
3000 - Revenue From State Sources,269250,2020-21,actual-budgetary,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,265008,2021-22,actual-budgetary,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,247407,2022-23,adopted,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,259931,2023-24,proposed,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,259931,2023-24,approved,budget-fy2023-24-vol1,94,
3000 - Revenue From State Sources,259931,2023-24,adopted,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,84,2019-20,actual-budgetary,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,18,2020-21,actual-budgetary,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,21,2021-22,actual-budgetary,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,15,2022-23,adopted,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,15,2023-24,proposed,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,15,2023-24,approved,budget-fy2023-24-vol1,94,
4000 - Revenue From Federal Sources,15,2023-24,adopted,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2019-20,actual-budgetary,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2022-23,adopted,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2023-24,proposed,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2023-24,approved,budget-fy2023-24-vol1,94,
5200 - Interfund Transfers,0,2023-24,adopted,budget-fy2023-24-vol1,94,
All Other Budget Resources,17,2019-20,actual-budgetary,budget-fy2023-24-vol1,94,2021-22 actual includes 399390 bond proceeds + 1449 premium of Series 2021 FF&C pension bonds (detail p98)
All Other Budget Resources,152,2020-21,actual-budgetary,budget-fy2023-24-vol1,94,
All Other Budget Resources,400953,2021-22,actual-budgetary,budget-fy2023-24-vol1,94,
All Other Budget Resources,1450,2022-23,adopted,budget-fy2023-24-vol1,94,
All Other Budget Resources,1800,2023-24,proposed,budget-fy2023-24-vol1,94,
All Other Budget Resources,1800,2023-24,approved,budget-fy2023-24-vol1,94,
All Other Budget Resources,1800,2023-24,adopted,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,709092,2019-20,actual-budgetary,budget-fy2023-24-vol1,94,"proposed total printed 823424 here, 823423 on detail p98 (rounding)"
TOTAL RESOURCES,744589,2020-21,actual-budgetary,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,1188261,2021-22,actual-budgetary,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,804062,2022-23,adopted,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,823424,2023-24,proposed,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,833774,2023-24,approved,budget-fy2023-24-vol1,94,
TOTAL RESOURCES,833774,2023-24,adopted,budget-fy2023-24-vol1,94,
