object_code,label,amount_k,fy,basis,doc_id,page,notes
581000,Operating Contingency,0,2020-21,actual-budgetary,budget-fy2023-24-vol1,96,
581000,Operating Contingency,0,2021-22,actual-budgetary,budget-fy2023-24-vol1,96,
581000,Operating Contingency,50768,2022-23,adopted,budget-fy2023-24-vol1,96,
581000,Operating Contingency,43063,2023-24,proposed,budget-fy2023-24-vol1,96,
581000,Operating Contingency,43063,2023-24,approved,budget-fy2023-24-vol1,96,
581000,Operating Contingency,43063,2023-24,adopted,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,64474,2019-20,actual-budgetary,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,88691,2020-21,actual-budgetary,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,98804,2021-22,actual-budgetary,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,0,2022-23,adopted,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,0,2023-24,proposed,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,0,2023-24,approved,budget-fy2023-24-vol1,96,
376520,Budgeted Ending Fund Balance,0,2023-24,adopted,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,709092,2019-20,actual-budgetary,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,744589,2020-21,actual-budgetary,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,1188261,2021-22,actual-budgetary,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,804062,2022-23,adopted,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,823423,2023-24,proposed,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,833774,2023-24,approved,budget-fy2023-24-vol1,96,
,TOTAL REQUIREMENTS,833774,2023-24,adopted,budget-fy2023-24-vol1,96,
