fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
407 IT System Project Fund,,1467.822,2016-17,adopted,budget-fy2016-17-book,66,
420 Full Faith and Credit Fund,,55.38,2015-16,revised,budget-fy2016-17-book,66,fund winding down; dash (no budget) in all 2016/17 columns
435 Energy Efficient Schools Fund,,1724.572,2015-16,revised,budget-fy2016-17-book,66,
435 Energy Efficient Schools Fund,,1685.438,2016-17,proposed,budget-fy2016-17-book,66,
435 Energy Efficient Schools Fund,,1685.438,2016-17,approved,budget-fy2016-17-book,66,
435 Energy Efficient Schools Fund,,1685.438,2016-17,adopted,budget-fy2016-17-book,66,
438 Facilities Capital Fund,,7599.094,2015-16,revised,budget-fy2016-17-book,66,
438 Facilities Capital Fund,,5463.636,2016-17,proposed,budget-fy2016-17-book,66,
438 Facilities Capital Fund,,10361.136,2016-17,approved,budget-fy2016-17-book,66,
438 Facilities Capital Fund,,10361.136,2016-17,adopted,budget-fy2016-17-book,66,
445 Capital Asset Renewal Fund,,3247.782,2015-16,revised,budget-fy2016-17-book,66,
445 Capital Asset Renewal Fund,,3785.752,2016-17,proposed,budget-fy2016-17-book,66,
445 Capital Asset Renewal Fund,,3785.752,2016-17,approved,budget-fy2016-17-book,66,
445 Capital Asset Renewal Fund,,3785.752,2016-17,adopted,budget-fy2016-17-book,66,
450 GO Bonds,,360899.025,2015-16,revised,budget-fy2016-17-book,66,
450 GO Bonds,,270647.214,2016-17,proposed,budget-fy2016-17-book,66,
450 GO Bonds,,270647.214,2016-17,approved,budget-fy2016-17-book,66,
450 GO Bonds,,270647.214,2016-17,adopted,budget-fy2016-17-book,66,
470 Partnership Funds,,12003.406,2015-16,revised,budget-fy2016-17-book,66,
470 Partnership Funds,,11173.531,2016-17,proposed,budget-fy2016-17-book,66,
470 Partnership Funds,,11173.531,2016-17,approved,budget-fy2016-17-book,66,
470 Partnership Funds,,11173.531,2016-17,adopted,budget-fy2016-17-book,66,
601 Self Insurance Fund,,7174.642,2015-16,revised,budget-fy2016-17-book,66,
601 Self Insurance Fund,,7174.6,2016-17,proposed,budget-fy2016-17-book,66,
601 Self Insurance Fund,,7174.6,2016-17,approved,budget-fy2016-17-book,66,
601 Self Insurance Fund,,7174.6,2016-17,adopted,budget-fy2016-17-book,66,
Total District Budget by Fund,,1227150.363,2015-16,revised,budget-fy2016-17-book,66,
Total District Budget by Fund,,1149712.056,2016-17,proposed,budget-fy2016-17-book,66,
Total District Budget by Fund,,1155020.847,2016-17,approved,budget-fy2016-17-book,66,
Total District Budget by Fund,,1155904.832,2016-17,adopted,budget-fy2016-17-book,66,
