object_code,label,amount_k,fy,basis,doc_id,page,notes
,Total Requirements,579158.367,2015-16,revised,budget-fy2016-17-book,80,"p80 prints 2013/14 total 516,645,666; account detail p98 prints 516,645,665 (dollar rounding)"
,Total Requirements,591888.109,2016-17,proposed,budget-fy2016-17-book,80,"p80 prints 2013/14 total 516,645,666; account detail p98 prints 516,645,665 (dollar rounding)"
,Total Requirements,592043.109,2016-17,approved,budget-fy2016-17-book,80,"p80 prints 2013/14 total 516,645,666; account detail p98 prints 516,645,665 (dollar rounding)"
,Total Requirements,592600.18,2016-17,adopted,budget-fy2016-17-book,80,"p80 prints 2013/14 total 516,645,666; account detail p98 prints 516,645,665 (dollar rounding)"
100,Salaries,246921.093,2013-14,actual-budgetary,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
100,Salaries,271479.428,2014-15,actual-budgetary,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
100,Salaries,307086.945,2015-16,revised,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
100,Salaries,317171.124,2016-17,proposed,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
100,Salaries,317050.746,2016-17,approved,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
100,Salaries,318504.344,2016-17,adopted,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Salaries; overlaps row 100+200 - do not double count
200,Employee Benefits,129655.795,2013-14,actual-budgetary,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
200,Employee Benefits,136918.746,2014-15,actual-budgetary,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
200,Employee Benefits,152567.442,2015-16,revised,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
200,Employee Benefits,159679.434,2016-17,proposed,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
200,Employee Benefits,160075.783,2016-17,approved,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
200,Employee Benefits,159773.392,2016-17,adopted,budget-fy2016-17-book,95,Fund 101 detail Subtotal - Employee Benefits; overlaps row 100+200 - do not double count
