object_code,label,amount_k,fy,basis,doc_id,page,notes
400,Supplies And Materials,12641,2022-23,proposed,budget-fy2022-23-vol1,151,
400,Supplies And Materials,12939,2022-23,approved,budget-fy2022-23-vol1,151,
400,Supplies And Materials,12939,2022-23,adopted,budget-fy2022-23-vol1,151,
500,Capital Outlay,2539,2018-19,actual-budgetary,budget-fy2022-23-vol1,151,
500,Capital Outlay,1936,2019-20,actual-budgetary,budget-fy2022-23-vol1,151,
500,Capital Outlay,1092,2020-21,actual-budgetary,budget-fy2022-23-vol1,151,
500,Capital Outlay,3011,2021-22,adopted,budget-fy2022-23-vol1,151,
500,Capital Outlay,3710,2022-23,proposed,budget-fy2022-23-vol1,151,
500,Capital Outlay,4017,2022-23,approved,budget-fy2022-23-vol1,151,
500,Capital Outlay,4017,2022-23,adopted,budget-fy2022-23-vol1,151,
600,Other Objects,4297,2018-19,actual-budgetary,budget-fy2022-23-vol1,151,
600,Other Objects,5235,2019-20,actual-budgetary,budget-fy2022-23-vol1,151,
600,Other Objects,6458,2020-21,actual-budgetary,budget-fy2022-23-vol1,151,
600,Other Objects,9378,2021-22,adopted,budget-fy2022-23-vol1,151,
600,Other Objects,8996,2022-23,proposed,budget-fy2022-23-vol1,151,
600,Other Objects,8996,2022-23,approved,budget-fy2022-23-vol1,151,
600,Other Objects,8996,2022-23,adopted,budget-fy2022-23-vol1,151,
700,Transfers,5492,2018-19,actual-budgetary,budget-fy2022-23-vol1,151,
700,Transfers,1311,2019-20,actual-budgetary,budget-fy2022-23-vol1,151,
700,Transfers,1198,2020-21,actual-budgetary,budget-fy2022-23-vol1,151,
700,Transfers,1136,2021-22,adopted,budget-fy2022-23-vol1,151,
700,Transfers,1302,2022-23,proposed,budget-fy2022-23-vol1,151,
700,Transfers,1302,2022-23,approved,budget-fy2022-23-vol1,151,
700,Transfers,1302,2022-23,adopted,budget-fy2022-23-vol1,151,
581000,Operating Contingency,51896,2021-22,adopted,budget-fy2022-23-vol1,151,
581000,Operating Contingency,50967,2022-23,proposed,budget-fy2022-23-vol1,151,
581000,Operating Contingency,50768,2022-23,approved,budget-fy2022-23-vol1,151,
581000,Operating Contingency,50768,2022-23,adopted,budget-fy2022-23-vol1,151,
376520,Budgeted Ending Fund Balance,39887,2018-19,actual-budgetary,budget-fy2022-23-vol1,151,
376520,Budgeted Ending Fund Balance,64474,2019-20,actual-budgetary,budget-fy2022-23-vol1,151,
376520,Budgeted Ending Fund Balance,88691,2020-21,actual-budgetary,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,660592,2018-19,actual-budgetary,budget-fy2022-23-vol1,151,2019-20 total prints 709091 here vs 709092 in resources/function tables (rounding)
,TOTAL REQUIREMENTS,709091,2019-20,actual-budgetary,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,744589,2020-21,actual-budgetary,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,771963,2021-22,adopted,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,794585,2022-23,proposed,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,804062,2022-23,approved,budget-fy2022-23-vol1,151,
,TOTAL REQUIREMENTS,804062,2022-23,adopted,budget-fy2022-23-vol1,151,
