function_code,label,amount_k,fy,basis,doc_id,page,notes
7000,Ending Fund Balance,20104.463,2016-17,actual-budgetary,budget-fy2018-19-book,74,
7000,Ending Fund Balance,14805.081,2017-18,revised,budget-fy2018-19-book,74,
7000,Ending Fund Balance,0.000,2018-19,proposed,budget-fy2018-19-book,74,
7000,Ending Fund Balance,0.000,2018-19,approved,budget-fy2018-19-book,74,
7000,Ending Fund Balance,0.000,2018-19,adopted,budget-fy2018-19-book,74,
,Total General Fund Requirements,583731.903,2015-16,actual-budgetary,budget-fy2018-19-book,74,
,Total General Fund Requirements,600300.820,2016-17,actual-budgetary,budget-fy2018-19-book,74,
,Total General Fund Requirements,631466.922,2017-18,revised,budget-fy2018-19-book,74,
,Total General Fund Requirements,650538.941,2018-19,proposed,budget-fy2018-19-book,74,
,Total General Fund Requirements,655002.466,2018-19,approved,budget-fy2018-19-book,74,
,Total General Fund Requirements,655002.466,2018-19,adopted,budget-fy2018-19-book,74,
,Instruction - Regular,253291.356,2017-18,revised,budget-fy2018-19-book,73,sub-breakdown within 1000/2000; book prints no single function code for this grouping
,Instruction - Regular,263464.208,2018-19,proposed,budget-fy2018-19-book,73,
,Instruction - Regular,262403.094,2018-19,approved,budget-fy2018-19-book,73,
,Instruction - Regular,262153.094,2018-19,adopted,budget-fy2018-19-book,73,
,Instruction - Special Programs,87021.796,2017-18,revised,budget-fy2018-19-book,73,
,Instruction - Special Programs,90075.192,2018-19,proposed,budget-fy2018-19-book,73,
,Instruction - Special Programs,87705.568,2018-19,approved,budget-fy2018-19-book,73,
,Instruction - Special Programs,87705.568,2018-19,adopted,budget-fy2018-19-book,73,
,Support Services - Instructional,87020.579,2017-18,revised,budget-fy2018-19-book,73,
,Support Services - Instructional,95856.930,2018-19,proposed,budget-fy2018-19-book,73,
,Support Services - Instructional,98609.589,2018-19,approved,budget-fy2018-19-book,73,
,Support Services - Instructional,98354.678,2018-19,adopted,budget-fy2018-19-book,73,
,Support Services - General Admin,139718.382,2017-18,revised,budget-fy2018-19-book,73,
,Support Services - General Admin,146328.263,2018-19,proposed,budget-fy2018-19-book,73,
,Support Services - General Admin,150634.956,2018-19,approved,budget-fy2018-19-book,73,
,Support Services - General Admin,151071.067,2018-19,adopted,budget-fy2018-19-book,73,
,Support Services - Central Activities,22205.094,2017-18,revised,budget-fy2018-19-book,73,
,Support Services - Central Activities,22698.985,2018-19,proposed,budget-fy2018-19-book,73,
,Support Services - Central Activities,23003.103,2018-19,approved,budget-fy2018-19-book,73,
,Support Services - Central Activities,23071.903,2018-19,adopted,budget-fy2018-19-book,73,
