fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
404 Construction Excise Fund,17297,17297,2022-23,actual-budgetary,budget-fy2026-27-vol1,177,
404 Construction Excise Fund,3698,3698,2023-24,actual-budgetary,budget-fy2026-27-vol1,177,
404 Construction Excise Fund,1752,1752,2024-25,actual-budgetary,budget-fy2026-27-vol1,177,
404 Construction Excise Fund,1500,1500,2025-26,adopted,budget-fy2026-27-vol1,177,
404 Construction Excise Fund,1500,1500,2026-27,adopted,budget-fy2026-27-vol1,177,
420 Full Faith and Credit Fund,235,235,2022-23,actual-budgetary,budget-fy2026-27-vol1,181,capital-side FF&C fund; dashes printed from 2024-25 on (recorded as 0)
420 Full Faith and Credit Fund,98,98,2023-24,actual-budgetary,budget-fy2026-27-vol1,181,
420 Full Faith and Credit Fund,0,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,181,
420 Full Faith and Credit Fund,0,0,2025-26,adopted,budget-fy2026-27-vol1,181,
420 Full Faith and Credit Fund,0,0,2026-27,adopted,budget-fy2026-27-vol1,181,
435 Energy Efficient Schools Fund,4525,4525,2022-23,actual-budgetary,budget-fy2026-27-vol1,183,
435 Energy Efficient Schools Fund,5412,5412,2023-24,actual-budgetary,budget-fy2026-27-vol1,183,
435 Energy Efficient Schools Fund,6750,6750,2024-25,actual-budgetary,budget-fy2026-27-vol1,183,
435 Energy Efficient Schools Fund,6750,6750,2025-26,adopted,budget-fy2026-27-vol1,183,
435 Energy Efficient Schools Fund,7490,7490,2026-27,adopted,budget-fy2026-27-vol1,183,
437 Harriet Tubman MS Relocation Fund,3113,3113,2022-23,actual-budgetary,budget-fy2026-27-vol1,186,large 2026-27 increase; Restricted Grants/Funds $141.5M per Other Capital Projects table p.203
437 Harriet Tubman MS Relocation Fund,8366,8366,2023-24,actual-budgetary,budget-fy2026-27-vol1,186,
437 Harriet Tubman MS Relocation Fund,15083,15083,2024-25,actual-budgetary,budget-fy2026-27-vol1,186,
437 Harriet Tubman MS Relocation Fund,13500,13500,2025-26,adopted,budget-fy2026-27-vol1,186,
437 Harriet Tubman MS Relocation Fund,141500,141500,2026-27,adopted,budget-fy2026-27-vol1,186,
438 Facilities Capital Fund,2095,2095,2022-23,actual-budgetary,budget-fy2026-27-vol1,189,
438 Facilities Capital Fund,11951,11951,2023-24,actual-budgetary,budget-fy2026-27-vol1,189,
438 Facilities Capital Fund,17055,17055,2024-25,actual-budgetary,budget-fy2026-27-vol1,189,
438 Facilities Capital Fund,32091,32091,2025-26,adopted,budget-fy2026-27-vol1,189,
438 Facilities Capital Fund,1258,1258,2026-27,adopted,budget-fy2026-27-vol1,189,
445 Capital Asset Renewal Fund,15092,15092,2022-23,actual-budgetary,budget-fy2026-27-vol1,193,
445 Capital Asset Renewal Fund,3385,3385,2023-24,actual-budgetary,budget-fy2026-27-vol1,193,
445 Capital Asset Renewal Fund,1152,1152,2024-25,actual-budgetary,budget-fy2026-27-vol1,193,
445 Capital Asset Renewal Fund,1250,1250,2025-26,adopted,budget-fy2026-27-vol1,193,
445 Capital Asset Renewal Fund,300,300,2026-27,adopted,budget-fy2026-27-vol1,193,
450 GO Bonds Fund,977687,977687,2022-23,actual-budgetary,budget-fy2026-27-vol1,197,
450 GO Bonds Fund,752590,752590,2023-24,actual-budgetary,budget-fy2026-27-vol1,197,
450 GO Bonds Fund,562085,562085,2024-25,actual-budgetary,budget-fy2026-27-vol1,197,
450 GO Bonds Fund,588682,588682,2025-26,adopted,budget-fy2026-27-vol1,197,
450 GO Bonds Fund,1230460,1230460,2026-27,adopted,budget-fy2026-27-vol1,197,
601 Workers Compensation Fund,7494,7494,2022-23,actual-budgetary,budget-fy2026-27-vol1,209,
601 Workers Compensation Fund,7683,7683,2023-24,actual-budgetary,budget-fy2026-27-vol1,209,
601 Workers Compensation Fund,5123,5123,2024-25,actual-budgetary,budget-fy2026-27-vol1,209,
601 Workers Compensation Fund,5112,5112,2025-26,adopted,budget-fy2026-27-vol1,209,
601 Workers Compensation Fund,3662,3662,2026-27,adopted,budget-fy2026-27-vol1,209,
602 Property & Liability Insurance Fund,0,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,213,"fund first budgeted in 2024-25 (dashes before, recorded as 0)"
602 Property & Liability Insurance Fund,0,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,213,
602 Property & Liability Insurance Fund,10369,10369,2024-25,actual-budgetary,budget-fy2026-27-vol1,213,
602 Property & Liability Insurance Fund,14560,14560,2025-26,adopted,budget-fy2026-27-vol1,213,
602 Property & Liability Insurance Fund,14700,14700,2026-27,adopted,budget-fy2026-27-vol1,213,
603 Unemployment Fund,0,0,2022-23,actual-budgetary,budget-fy2026-27-vol1,217,"fund first shows activity in 2024-25 (dashes before, recorded as 0)"
603 Unemployment Fund,0,0,2023-24,actual-budgetary,budget-fy2026-27-vol1,217,
603 Unemployment Fund,501,501,2024-25,actual-budgetary,budget-fy2026-27-vol1,217,
603 Unemployment Fund,5596,5596,2025-26,adopted,budget-fy2026-27-vol1,217,
603 Unemployment Fund,2798,2798,2026-27,adopted,budget-fy2026-27-vol1,217,
200 Special Revenue Funds (type total),249353,249353,2022-23,actual-budgetary,budget-fy2026-27-vol1,122,
200 Special Revenue Funds (type total),247560,247560,2023-24,actual-budgetary,budget-fy2026-27-vol1,122,
200 Special Revenue Funds (type total),233078,233078,2024-25,actual-budgetary,budget-fy2026-27-vol1,122,
200 Special Revenue Funds (type total),224805,224805,2025-26,adopted,budget-fy2026-27-vol1,122,
200 Special Revenue Funds (type total),223936,223936,2026-27,adopted,budget-fy2026-27-vol1,122,
300 Debt Service Funds (type total),245042,245042,2022-23,actual-budgetary,budget-fy2026-27-vol1,157,
300 Debt Service Funds (type total),265585,265585,2023-24,actual-budgetary,budget-fy2026-27-vol1,157,
300 Debt Service Funds (type total),266053,266053,2024-25,actual-budgetary,budget-fy2026-27-vol1,157,
300 Debt Service Funds (type total),272690,272690,2025-26,adopted,budget-fy2026-27-vol1,157,
300 Debt Service Funds (type total),278876,278876,2026-27,adopted,budget-fy2026-27-vol1,157,
400 Capital Projects Funds (type total),1020043,1020043,2022-23,actual-budgetary,budget-fy2026-27-vol1,173,
400 Capital Projects Funds (type total),785500,785500,2023-24,actual-budgetary,budget-fy2026-27-vol1,173,
400 Capital Projects Funds (type total),603877,603877,2024-25,actual-budgetary,budget-fy2026-27-vol1,173,
400 Capital Projects Funds (type total),643773,643773,2025-26,adopted,budget-fy2026-27-vol1,173,
400 Capital Projects Funds (type total),1382508,1382508,2026-27,adopted,budget-fy2026-27-vol1,173,
600 Internal Service Funds (type total),7494,7494,2022-23,actual-budgetary,budget-fy2026-27-vol1,205,
600 Internal Service Funds (type total),7683,7683,2023-24,actual-budgetary,budget-fy2026-27-vol1,205,
600 Internal Service Funds (type total),15993,15993,2024-25,actual-budgetary,budget-fy2026-27-vol1,205,
600 Internal Service Funds (type total),25269,25269,2025-26,adopted,budget-fy2026-27-vol1,205,
600 Internal Service Funds (type total),21159,21159,2026-27,adopted,budget-fy2026-27-vol1,205,
TOTAL ALL FUNDS,2351970,2351970,2022-23,actual-budgetary,budget-fy2026-27-vol1,91,"requirements totals identical (p.92); adopted resolution total $2,768,590,878 (p.317)"
TOTAL ALL FUNDS,2179703,2179703,2023-24,actual-budgetary,budget-fy2026-27-vol1,91,
TOTAL ALL FUNDS,1974836,1974836,2024-25,actual-budgetary,budget-fy2026-27-vol1,91,
TOTAL ALL FUNDS,2035117,2035117,2025-26,adopted,budget-fy2026-27-vol1,91,
TOTAL ALL FUNDS,2768591,2768591,2026-27,adopted,budget-fy2026-27-vol1,91,
