source,amount_k,fy,basis,doc_id,page,notes
Other Revenue From Local Sources,18395,2020-21,approved,budget-fy2020-21-vol1,117,
Other Revenue From Local Sources,18395,2020-21,adopted,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,13121,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,13254,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,13494,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,13357,2019-20,revised,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,14027,2020-21,proposed,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,14027,2020-21,approved,budget-fy2020-21-vol1,117,
2000 - Revenue - Intermediate Sources,14027,2020-21,adopted,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,213688,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,244959,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,230628,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,259360,2019-20,revised,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,272479,2020-21,proposed,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,272479,2020-21,approved,budget-fy2020-21-vol1,117,
3000 - Revenue From State Sources,272479,2020-21,adopted,budget-fy2020-21-vol1,117,
4000 - Revenue From Federal Sources,7,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,
4000 - Revenue From Federal Sources,22,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
4000 - Revenue From Federal Sources,80,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
4000 - Revenue From Federal Sources,0,2019-20,revised,budget-fy2020-21-vol1,117,printed as '-'
4000 - Revenue From Federal Sources,0,2020-21,proposed,budget-fy2020-21-vol1,117,printed as '-'
4000 - Revenue From Federal Sources,0,2020-21,approved,budget-fy2020-21-vol1,117,printed as '-'
4000 - Revenue From Federal Sources,0,2020-21,adopted,budget-fy2020-21-vol1,117,printed as '-'
5200 - Interfund Transfers,0,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,printed as '-'
5200 - Interfund Transfers,1006,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
5200 - Interfund Transfers,14,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
5200 - Interfund Transfers,2000,2019-20,revised,budget-fy2020-21-vol1,117,
5200 - Interfund Transfers,0,2020-21,proposed,budget-fy2020-21-vol1,117,printed as '-'
5200 - Interfund Transfers,0,2020-21,approved,budget-fy2020-21-vol1,117,printed as '-'
5200 - Interfund Transfers,0,2020-21,adopted,budget-fy2020-21-vol1,117,printed as '-'
All Other Budget Resources,25,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,
All Other Budget Resources,41,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
All Other Budget Resources,55,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
All Other Budget Resources,50,2019-20,revised,budget-fy2020-21-vol1,117,
All Other Budget Resources,50,2020-21,proposed,budget-fy2020-21-vol1,117,
All Other Budget Resources,50,2020-21,approved,budget-fy2020-21-vol1,117,
All Other Budget Resources,50,2020-21,adopted,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,600301,2016-17,actual-budgetary,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,633966,2017-18,actual-budgetary,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,660592,2018-19,actual-budgetary,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,691767,2019-20,revised,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,729654,2020-21,proposed,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,729654,2020-21,approved,budget-fy2020-21-vol1,117,
TOTAL RESOURCES,729654,2020-21,adopted,budget-fy2020-21-vol1,117,
