fund_name,resources_k,requirements_k,fy,basis,doc_id,page,notes
251 - Student Investment Account Fund,0,0,2018-19,actual-budgetary,budget-fy2020-21-vol1,154,new fund in 2020-21 (Student Success Act / SIA); prior years printed as '-'; printed as '-'
251 - Student Investment Account Fund,0,0,2019-20,revised,budget-fy2020-21-vol1,154,new fund in 2020-21 (Student Success Act / SIA); prior years printed as '-'; printed as '-'
251 - Student Investment Account Fund,39162,39162,2020-21,proposed,budget-fy2020-21-vol1,154,new fund in 2020-21 (Student Success Act / SIA); prior years printed as '-'
251 - Student Investment Account Fund,39162,39162,2020-21,approved,budget-fy2020-21-vol1,154,new fund in 2020-21 (Student Success Act / SIA); prior years printed as '-'
251 - Student Investment Account Fund,39162,39162,2020-21,adopted,budget-fy2020-21-vol1,154,new fund in 2020-21 (Student Success Act / SIA); prior years printed as '-'
299 - Dedicated Resource Fund,14809,14809,2016-17,actual-budgetary,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,18858,18858,2017-18,actual-budgetary,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,18537,18537,2018-19,actual-budgetary,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,16193,16193,2019-20,revised,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,17749,17749,2020-21,proposed,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,17749,17749,2020-21,approved,budget-fy2020-21-vol1,158,
299 - Dedicated Resource Fund,17749,17749,2020-21,adopted,budget-fy2020-21-vol1,158,
307 - IT Projects Debt Service Fund,2707,2707,2016-17,actual-budgetary,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget)
307 - IT Projects Debt Service Fund,2708,2708,2017-18,actual-budgetary,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget)
307 - IT Projects Debt Service Fund,2708,2708,2018-19,actual-budgetary,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget)
307 - IT Projects Debt Service Fund,0,0,2019-20,revised,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget); printed as '-'
307 - IT Projects Debt Service Fund,0,0,2020-21,proposed,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget); printed as '-'
307 - IT Projects Debt Service Fund,0,0,2020-21,approved,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget); printed as '-'
307 - IT Projects Debt Service Fund,0,0,2020-21,adopted,budget-fy2020-21-vol1,175,2019-20 onward printed as '-' (no remaining budget); printed as '-'
308 - PERS UAL Debt Service Fund,44775,44775,2016-17,actual-budgetary,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,48782,48782,2017-18,actual-budgetary,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,49085,49085,2018-19,actual-budgetary,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,52997,52997,2019-20,revised,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,54642,54642,2020-21,proposed,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,54642,54642,2020-21,approved,budget-fy2020-21-vol1,178,
308 - PERS UAL Debt Service Fund,54642,54642,2020-21,adopted,budget-fy2020-21-vol1,178,
320 - Full Faith and Credit Debt Service Fund,1352,1352,2016-17,actual-budgetary,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1860,1860,2017-18,actual-budgetary,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1847,1847,2018-19,actual-budgetary,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1828,1828,2019-20,revised,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1805,1805,2020-21,proposed,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1805,1805,2020-21,approved,budget-fy2020-21-vol1,181,
320 - Full Faith and Credit Debt Service Fund,1805,1805,2020-21,adopted,budget-fy2020-21-vol1,181,
350 - GO Bonds Debt Service Fund,52040,52040,2016-17,actual-budgetary,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,120259,120259,2017-18,actual-budgetary,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,130984,130984,2018-19,actual-budgetary,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,134057,134057,2019-20,revised,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,145225,145225,2020-21,proposed,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,145225,145225,2020-21,approved,budget-fy2020-21-vol1,184,
350 - GO Bonds Debt Service Fund,145225,145225,2020-21,adopted,budget-fy2020-21-vol1,184,
404 - Construction Excise Fund,23223,23223,2016-17,actual-budgetary,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,27830,27830,2017-18,actual-budgetary,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,21902,21902,2018-19,actual-budgetary,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,19541,19541,2019-20,revised,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,16230,16230,2020-21,proposed,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,16230,16230,2020-21,approved,budget-fy2020-21-vol1,191,
404 - Construction Excise Fund,16230,16230,2020-21,adopted,budget-fy2020-21-vol1,191,
407 - IT System Project Fund,1907,1907,2016-17,actual-budgetary,budget-fy2020-21-vol1,195,2020-21 printed as '-'
407 - IT System Project Fund,1271,1271,2017-18,actual-budgetary,budget-fy2020-21-vol1,195,2020-21 printed as '-'
407 - IT System Project Fund,788,788,2018-19,actual-budgetary,budget-fy2020-21-vol1,195,2020-21 printed as '-'
407 - IT System Project Fund,8,8,2019-20,revised,budget-fy2020-21-vol1,195,2020-21 printed as '-'
407 - IT System Project Fund,0,0,2020-21,proposed,budget-fy2020-21-vol1,195,2020-21 printed as '-'; printed as '-'
407 - IT System Project Fund,0,0,2020-21,approved,budget-fy2020-21-vol1,195,2020-21 printed as '-'; printed as '-'
407 - IT System Project Fund,0,0,2020-21,adopted,budget-fy2020-21-vol1,195,2020-21 printed as '-'; printed as '-'
420 - Full Faith and Credit Fund,19281,19281,2016-17,actual-budgetary,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,10365,10365,2017-18,actual-budgetary,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,5822,5822,2018-19,actual-budgetary,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,3292,3292,2019-20,revised,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,2183,2183,2020-21,proposed,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,2183,2183,2020-21,approved,budget-fy2020-21-vol1,198,
420 - Full Faith and Credit Fund,2183,2183,2020-21,adopted,budget-fy2020-21-vol1,198,
435 - Energy Efficient Schools Fund,2448,2448,2016-17,actual-budgetary,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,3702,3702,2017-18,actual-budgetary,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,3173,3173,2018-19,actual-budgetary,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,2705,2705,2019-20,revised,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,2588,2588,2020-21,proposed,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,2588,2588,2020-21,approved,budget-fy2020-21-vol1,202,
435 - Energy Efficient Schools Fund,2588,2588,2020-21,adopted,budget-fy2020-21-vol1,202,
438 - Facilities Capital Fund,4797,4797,2016-17,actual-budgetary,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,3237,3237,2017-18,actual-budgetary,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,7462,7462,2018-19,actual-budgetary,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,13608,13608,2019-20,revised,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,4255,4255,2020-21,proposed,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,4255,4255,2020-21,approved,budget-fy2020-21-vol1,205,
438 - Facilities Capital Fund,4255,4255,2020-21,adopted,budget-fy2020-21-vol1,205,
445 - Capital Asset Renewal Fund,4188,4188,2016-17,actual-budgetary,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,4916,4916,2017-18,actual-budgetary,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,5763,5763,2018-19,actual-budgetary,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,6217,6217,2019-20,revised,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,16010,16010,2020-21,proposed,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,16010,16010,2020-21,approved,budget-fy2020-21-vol1,209,
445 - Capital Asset Renewal Fund,16010,16010,2020-21,adopted,budget-fy2020-21-vol1,209,
450 - GO Bonds Fund,244242,244242,2016-17,actual-budgetary,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,538505,538505,2017-18,actual-budgetary,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,453748,453748,2018-19,actual-budgetary,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,303450,303450,2019-20,revised,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,552542,552542,2020-21,proposed,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,1552542,1552542,2020-21,approved,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
450 - GO Bonds Fund,1552542,1552542,2020-21,adopted,budget-fy2020-21-vol1,212,Approved/Adopted include $1.0B placeholder for possible Nov 2020 bond measure
470 - Partnership Funds,10594,10594,2016-17,actual-budgetary,budget-fy2020-21-vol1,217,
470 - Partnership Funds,1016,1016,2017-18,actual-budgetary,budget-fy2020-21-vol1,217,
470 - Partnership Funds,318,318,2018-19,actual-budgetary,budget-fy2020-21-vol1,217,
470 - Partnership Funds,500,500,2019-20,revised,budget-fy2020-21-vol1,217,
470 - Partnership Funds,278,278,2020-21,proposed,budget-fy2020-21-vol1,217,
470 - Partnership Funds,278,278,2020-21,approved,budget-fy2020-21-vol1,217,
470 - Partnership Funds,278,278,2020-21,adopted,budget-fy2020-21-vol1,217,
601 - Self-Insurance Fund,8017,8017,2016-17,actual-budgetary,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,8580,8580,2017-18,actual-budgetary,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,9908,9908,2018-19,actual-budgetary,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,12078,12078,2019-20,revised,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,8532,8532,2020-21,proposed,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,8532,8532,2020-21,approved,budget-fy2020-21-vol1,228,
601 - Self-Insurance Fund,8532,8532,2020-21,adopted,budget-fy2020-21-vol1,228,
